t#bar{t},	0.113606420	0.113971837	0.110957225	0.109760509	0.106511018	0.106316891	0.102292426	0.102238229	0.048949930	0.048991575	0.048664974	0.048469752	0.047228261	0.046576881	0.046126141	0.049477507	0.045854965	0.045295180	0.046608147	0.046695093	0.140432351	0.140061576	0.142768143	0.142144970
t#bar{t} jec_CorrelationGroupMPFInSitu up,	0.114306731	0.113971837	0.109296502	0.109760509	0.106588766	0.106316891	0.102442646	0.102238229	0.048326869	0.048991575	0.049023128	0.048469752	0.046424094	0.046576881	0.049209599	0.049477507	0.045488665	0.045295180	0.046671788	0.046695093	0.139808161	0.140061576	0.142413053	0.142144970
t#bar{t} jec_RelativeFSR up,	0.113861803	0.113971837	0.110119059	0.109760509	0.105501979	0.106316891	0.104511116	0.102238229	0.048761699	0.048991575	0.048408328	0.048469752	0.046611860	0.046576881	0.048733192	0.049477507	0.044982087	0.045295180	0.046099248	0.046695093	0.141414408	0.140061576	0.140995221	0.142144970
t#bar{t} jec_CorrelationGroupUncorrelated up,	0.114374240	0.113971837	0.109536173	0.109760509	0.106179694	0.106316891	0.104063033	0.102238229	0.049022806	0.048991575	0.048114594	0.048469752	0.046930431	0.046576881	0.046635880	0.049477507	0.045791853	0.045295180	0.046793443	0.046695093	0.140052538	0.140061576	0.142505314	0.142144970
t#bar{t} jec_FlavorPureGluon up,	0.113899004	0.113971837	0.109970070	0.109760509	0.106252287	0.106316891	0.102584845	0.102238229	0.048856161	0.048991575	0.048646404	0.048469752	0.046533622	0.046576881	0.048582406	0.049477507	0.045364363	0.045295180	0.046924072	0.046695093	0.140451464	0.140061576	0.141935301	0.142144970
t#bar{t} jec_FlavorPureQuark up,	0.114723601	0.113971837	0.109025756	0.109760509	0.106540942	0.106316891	0.102700047	0.102238229	0.048999254	0.048991575	0.048439657	0.048469752	0.046682430	0.046576881	0.048507129	0.049477507	0.045357783	0.045295180	0.046490952	0.046695093	0.140733332	0.140061576	0.141799117	0.142144970
t#bar{t} jec_FlavorPureCharm up,	0.114221868	0.113971837	0.109653535	0.109760509	0.106283665	0.106316891	0.102238651	0.102238229	0.049646625	0.048991575	0.047882743	0.048469752	0.046808521	0.046576881	0.048559098	0.049477507	0.045180858	0.045295180	0.047059706	0.046695093	0.140519485	0.140061576	0.141945247	0.142144970
t#bar{t} jec_FlavorPureBottom up,	0.115016188	0.113971837	0.108619641	0.109760509	0.106376458	0.106316891	0.103743170	0.102238229	0.048418913	0.048991575	0.049144484	0.048469752	0.046403644	0.046576881	0.048662834	0.049477507	0.044931185	0.045295180	0.046069563	0.046695093	0.141769019	0.140061576	0.140844901	0.142144970
t#bar{t} jer up,	0.113703172	0.113971837	0.109818427	0.109760509	0.105714772	0.106316891	0.103887271	0.102238229	0.048405091	0.048991575	0.048377910	0.048469752	0.046498894	0.046576881	0.049846155	0.049477507	0.045018799	0.045295180	0.047030177	0.046695093	0.139820623	0.140061576	0.141878709	0.142144970
t#bar{t} btag_heavy up,	0.113897205	0.113971837	0.109932917	0.109760509	0.106173629	0.106316891	0.102464228	0.102238229	0.049079492	0.048991575	0.048189613	0.048469752	0.046820611	0.046576881	0.049188129	0.049477507	0.044758627	0.045295180	0.047136724	0.046695093	0.140853900	0.140061576	0.141504926	0.142144970
t#bar{t} btag_light up,	0.113508989	0.113971837	0.110413787	0.109760509	0.105646364	0.106316891	0.103893807	0.102238229	0.048803473	0.048991575	0.048436206	0.048469752	0.046668565	0.046576881	0.048808243	0.049477507	0.044768788	0.045295180	0.046767019	0.046695093	0.141104635	0.140061576	0.141180123	0.142144970
t#bar{t} csv_heavy up,	0.113444714	0.113971837	0.110573141	0.109760509	0.105893293	0.106316891	0.103270727	0.102238229	0.048454400	0.048991575	0.048902374	0.048469752	0.046687588	0.046576881	0.048479897	0.049477507	0.045116849	0.045295180	0.046742397	0.046695093	0.141011215	0.140061576	0.141423405	0.142144970
t#bar{t} csv_light up,	0.114298526	0.113971837	0.109426446	0.109760509	0.106047947	0.106316891	0.104175239	0.102238229	0.048576287	0.048991575	0.048469642	0.048469752	0.046713086	0.046576881	0.047888990	0.049477507	0.045722466	0.045295180	0.046451125	0.046695093	0.139733782	0.140061576	0.142496464	0.142144970
