t#bar{t},	0.201405990	0.201004261	0.184622143	0.184778047	0.074605701	0.074265273	0.072448212	0.073210782	0.046686232	0.046856374	0.046224380	0.046234432	0.185359907	0.184611995	0.188647435	0.189038836
t#bar{t} jec_CorrelationGroupMPFInSitu up,	0.201278850	0.201004261	0.184949053	0.184778047	0.074550921	0.074265273	0.072159396	0.073210782	0.046985506	0.046856374	0.046036766	0.046234432	0.185233705	0.184611995	0.188805804	0.189038836
t#bar{t} jec_RelativeFSR up,	0.200936875	0.201004261	0.184927442	0.184778047	0.074223713	0.074265273	0.073213716	0.073210782	0.046890060	0.046856374	0.046104726	0.046234432	0.184811954	0.184611995	0.188891515	0.189038836
t#bar{t} jec_CorrelationGroupUncorrelated up,	0.200804104	0.201004261	0.185427808	0.184778047	0.074389213	0.074265273	0.072632041	0.073210782	0.046601890	0.046856374	0.046098518	0.046234432	0.185582594	0.184611995	0.188463833	0.189038836
t#bar{t} jec_FlavorPureGluon up,	0.201479061	0.201004261	0.184788786	0.184778047	0.074600550	0.074265273	0.072121110	0.073210782	0.046828465	0.046856374	0.046048529	0.046234432	0.185507234	0.184611995	0.188626265	0.189038836
t#bar{t} jec_FlavorPureQuark up,	0.200566083	0.201004261	0.185546570	0.184778047	0.074259923	0.074265273	0.072737320	0.073210782	0.046928953	0.046856374	0.046283955	0.046234432	0.184486874	0.184611995	0.189190321	0.189038836
t#bar{t} jec_FlavorPureCharm up,	0.200232514	0.201004261	0.185743043	0.184778047	0.074278250	0.074265273	0.073216748	0.073210782	0.046546921	0.046856374	0.046172866	0.046234432	0.185044322	0.184611995	0.188765336	0.189038836
t#bar{t} jec_FlavorPureBottom up,	0.201034692	0.201004261	0.184467220	0.184778047	0.074345110	0.074265273	0.073480102	0.073210782	0.046973545	0.046856374	0.046057293	0.046234432	0.184564170	0.184611995	0.189077867	0.189038836
t#bar{t} jer up,	0.200799858	0.201004261	0.185164307	0.184778047	0.074129042	0.074265273	0.073085869	0.073210782	0.047188617	0.046856374	0.045769274	0.046234432	0.185118090	0.184611995	0.188744943	0.189038836
t#bar{t} btag_heavy up,	0.200882192	0.201004261	0.185150049	0.184778047	0.074398869	0.074265273	0.072705307	0.073210782	0.046794624	0.046856374	0.046375091	0.046234432	0.184521375	0.184611995	0.189172494	0.189038836
t#bar{t} btag_light up,	0.200579676	0.201004261	0.185492788	0.184778047	0.074297116	0.074265273	0.072636095	0.073210782	0.047237143	0.046856374	0.045994858	0.046234432	0.184508039	0.184611995	0.189254285	0.189038836
