t#bar{t} pileup up,	0.096939461	0.096775306	0.177711838	0.177907834	0.171943746	0.171827742	0.140399441	0.140368009	0.109347249	0.109382113	0.082147129	0.082061917	0.060500862	0.060696213	0.044063549	0.044067195	0.032587802	0.032577286	0.024907050	0.024820523	0.018242666	0.018311179	0.013415424	0.013429049	0.009492470	0.009475790	0.006485071	0.006483725	0.004437641	0.004432076	0.002942323	0.002955634	0.002015262	0.001995346	0.001203918	0.001212365	0.000745369	0.000749492	0.000471729	0.000471206
t#bar{t} pileup down,	0.096623857	0.096775306	0.178113754	0.177907834	0.171697623	0.171827742	0.140368657	0.140368009	0.109418178	0.109382113	0.082000388	0.082061917	0.060815994	0.060696213	0.044065683	0.044067195	0.032589644	0.032577286	0.024739802	0.024820523	0.018361320	0.018311179	0.013440540	0.013429049	0.009460270	0.009475790	0.006487908	0.006483725	0.004432314	0.004432076	0.002955957	0.002955634	0.001984597	0.001995346	0.001221418	0.001212365	0.000751187	0.000749492	0.000470909	0.000471206
t#bar{t} trig efficiency correction up,	0.096711709	0.096775306	0.178045640	0.177907834	0.171779895	0.171827742	0.140373901	0.140368009	0.109445257	0.109382113	0.082102918	0.082061917	0.060530479	0.060696213	0.044061035	0.044067195	0.032656074	0.032577286	0.024739055	0.024820523	0.018357879	0.018311179	0.013424265	0.013429049	0.009429603	0.009475790	0.006532676	0.006483725	0.004431574	0.004432076	0.002958177	0.002955634	0.001975003	0.001995346	0.001218987	0.001212365	0.000753611	0.000749492	0.000472264	0.000471206
t#bar{t} trig efficiency correction down,	0.096696133	0.096775306	0.178063883	0.177907834	0.171788070	0.171827742	0.140362186	0.140368009	0.109434793	0.109382113	0.082109169	0.082061917	0.060537501	0.060696213	0.044056915	0.044067195	0.032658991	0.032577286	0.024738801	0.024820523	0.018356840	0.018311179	0.013425168	0.013429049	0.009429959	0.009475790	0.006531662	0.006483725	0.004431789	0.004432076	0.002958568	0.002955634	0.001974711	0.001995346	0.001219010	0.001212365	0.000753780	0.000749492	0.000472071	0.000471206
t#bar{t} sel efficiency correction up,	0.096706121	0.096775306	0.178049126	0.177907834	0.171792525	0.171827742	0.140361549	0.140368009	0.109443527	0.109382113	0.082108082	0.082061917	0.060528585	0.060696213	0.044060539	0.044067195	0.032655661	0.032577286	0.024738747	0.024820523	0.018360219	0.018311179	0.013423326	0.013429049	0.009429806	0.009475790	0.006532912	0.006483725	0.004430741	0.004432076	0.002958926	0.002955634	0.001975043	0.001995346	0.001218624	0.001212365	0.000753515	0.000749492	0.000472424	0.000471206
t#bar{t} sel efficiency correction down,	0.096702658	0.096775306	0.178059081	0.177907834	0.171775707	0.171827742	0.140374952	0.140368009	0.109436225	0.109382113	0.082104021	0.082061917	0.060539314	0.060696213	0.044057397	0.044067195	0.032659482	0.032577286	0.024739105	0.024820523	0.018354460	0.018311179	0.013426134	0.013429049	0.009429782	0.009475790	0.006531383	0.006483725	0.004432656	0.004432076	0.002957801	0.002955634	0.001974667	0.001995346	0.001219398	0.001212365	0.000753866	0.000749492	0.000471913	0.000471206
t#bar{t} b fragmentation up,	0.096174438	0.096775306	0.178839267	0.177907834	0.171661821	0.171827742	0.140204377	0.140368009	0.109505667	0.109382113	0.082202802	0.082061917	0.060418838	0.060696213	0.044019850	0.044067195	0.032684374	0.032577286	0.024764304	0.024820523	0.018319020	0.018311179	0.013428125	0.013429049	0.009430901	0.009475790	0.006543223	0.006483725	0.004421230	0.004432076	0.002950541	0.002955634	0.001981483	0.001995346	0.001225030	0.001212365	0.000757537	0.000749492	0.000467171	0.000471206
t#bar{t} b fragmentation down,	0.096983516	0.096775306	0.177631171	0.177907834	0.171853711	0.171827742	0.140458525	0.140368009	0.109404006	0.109382113	0.082057438	0.082061917	0.060591677	0.060696213	0.044075804	0.044067195	0.032653471	0.032577286	0.024710540	0.024820523	0.018388018	0.018311179	0.013424325	0.013429049	0.009428727	0.009475790	0.006523685	0.006483725	0.004441346	0.004432076	0.002958842	0.002955634	0.001972228	0.001995346	0.001216461	0.001212365	0.000752253	0.000749492	0.000474257	0.000471206
t#bar{t} Peterson Frag,	0.096430214	0.096775306	0.178408204	0.177907834	0.171785820	0.171827742	0.140236266	0.140368009	0.109419172	0.109382113	0.082153575	0.082061917	0.060587898	0.060696213	0.044030614	0.044067195	0.032679456	0.032577286	0.024702485	0.024820523	0.018352877	0.018311179	0.013442193	0.013429049	0.009449173	0.009475790	0.006521921	0.006483725	0.004410784	0.004432076	0.002964072	0.002955634	0.001983874	0.001995346	0.001216396	0.001212365	0.000748949	0.000749492	0.000476057	0.000471206
t#bar{t} semilep BR up,	0.096711274	0.096775306	0.178039649	0.177907834	0.171790155	0.171827742	0.140365569	0.140368009	0.109435075	0.109382113	0.082105255	0.082061917	0.060547260	0.060696213	0.044056370	0.044067195	0.032657722	0.032577286	0.024738133	0.024820523	0.018359880	0.018311179	0.013425137	0.013429049	0.009426180	0.009475790	0.006532057	0.006483725	0.004431643	0.004432076	0.002961618	0.002955634	0.001974264	0.001995346	0.001216241	0.001212365	0.000754174	0.000749492	0.000472347	0.000471206
