t#bar{t},	0.098108120	0.098763364	0.098239555	0.098266894	0.098135274	0.098315493	0.098626417	0.099101729	0.099026477	0.099097202	0.099542838	0.099756395	0.100782782	0.101569775	0.101638335	0.100984593	0.102704121	0.101889268	0.103196081	0.102255286
t#bar{t} jec_CorrelationGroupMPFInSitu up,	0.098822190	0.098763364	0.098167185	0.098266894	0.098479050	0.098315493	0.099230965	0.099101729	0.099369328	0.099097202	0.099681278	0.099756395	0.101375631	0.101569775	0.100914089	0.100984593	0.101651460	0.101889268	0.102308825	0.102255286
t#bar{t} jec_RelativeFSR up,	0.098572087	0.098763364	0.098274739	0.098266894	0.098227333	0.098315493	0.099033525	0.099101729	0.099342683	0.099097202	0.099798953	0.099756395	0.101507991	0.101569775	0.101073189	0.100984593	0.101893684	0.101889268	0.102275817	0.102255286
t#bar{t} jec_CorrelationGroupUncorrelated up,	0.098775651	0.098763364	0.098156556	0.098266894	0.098317603	0.098315493	0.099106669	0.099101729	0.099130240	0.099097202	0.099727319	0.099756395	0.101472721	0.101569775	0.100913028	0.100984593	0.101870847	0.101889268	0.102529366	0.102255286
t#bar{t} jec_FlavorPureGluon up,	0.098605431	0.098763364	0.098346745	0.098266894	0.098252789	0.098315493	0.099182471	0.099101729	0.099217475	0.099097202	0.099822524	0.099756395	0.101307232	0.101569775	0.101261785	0.100984593	0.101775139	0.101889268	0.102228409	0.102255286
t#bar{t} jec_FlavorPureQuark up,	0.098538115	0.098763364	0.098417685	0.098266894	0.098296295	0.098315493	0.099075927	0.099101729	0.099200445	0.099097202	0.099717032	0.099756395	0.101502081	0.101569775	0.101009715	0.100984593	0.101926950	0.101889268	0.102315755	0.102255286
t#bar{t} jec_FlavorPureCharm up,	0.098636758	0.098763364	0.098258713	0.098266894	0.098244642	0.098315493	0.098997345	0.099101729	0.099137065	0.099097202	0.099872852	0.099756395	0.101463012	0.101569775	0.101437174	0.100984593	0.101799309	0.101889268	0.102153130	0.102255286
t#bar{t} jec_FlavorPureBottom up,	0.098969070	0.098763364	0.098096735	0.098266894	0.098107261	0.098315493	0.099163896	0.099101729	0.099530393	0.099097202	0.099727981	0.099756395	0.101390915	0.101569775	0.101171104	0.100984593	0.101621433	0.101889268	0.102221212	0.102255286
t#bar{t} jer up,	0.098656272	0.098763364	0.098131511	0.098266894	0.098408674	0.098315493	0.099038127	0.099101729	0.099068681	0.099097202	0.099805189	0.099756395	0.101331179	0.101569775	0.101277786	0.100984593	0.101867188	0.101889268	0.102415392	0.102255286
t#bar{t} btag_heavy up,	0.098631520	0.098763364	0.098347790	0.098266894	0.098265153	0.098315493	0.099126837	0.099101729	0.099306669	0.099097202	0.099837278	0.099756395	0.101209640	0.101569775	0.101303938	0.100984593	0.101780197	0.101889268	0.102190979	0.102255286
t#bar{t} btag_light up,	0.098501405	0.098763364	0.098352430	0.098266894	0.098226347	0.098315493	0.099218640	0.099101729	0.099315188	0.099097202	0.099541711	0.099756395	0.101286146	0.101569775	0.101161394	0.100984593	0.101948466	0.101889268	0.102448274	0.102255286
t#bar{t} csv_heavy up,	0.098718810	0.098763364	0.098252499	0.098266894	0.098389185	0.098315493	0.099044227	0.099101729	0.099286158	0.099097202	0.099761488	0.099756395	0.101319163	0.101569775	0.101215684	0.100984593	0.101804060	0.101889268	0.102208727	0.102255286
t#bar{t} csv_light up,	0.098640374	0.098763364	0.098268147	0.098266894	0.098343369	0.098315493	0.099075704	0.099101729	0.099378090	0.099097202	0.099647502	0.099756395	0.101285710	0.101569775	0.101263108	0.100984593	0.101677489	0.101889268	0.102420504	0.102255286
t#bar{t} tracking up,	0.098649408	0.098763364	0.098278728	0.098266894	0.098426573	0.098315493	0.099278094	0.099101729	0.099178369	0.099097202	0.099697865	0.099756395	0.101370991	0.101569775	0.101134294	0.100984593	0.101663688	0.101889268	0.102321991	0.102255286
t#bar{t} jec_CorrelationGroupMPFInSitu down,	0.098599291	0.098763364	0.098216616	0.098266894	0.098142673	0.098315493	0.099140452	0.099101729	0.099286488	0.099097202	0.099874411	0.099756395	0.101378266	0.101569775	0.101111116	0.100984593	0.101736275	0.101889268	0.102514410	0.102255286
t#bar{t} jec_RelativeFSR down,	0.098721634	0.098763364	0.098407026	0.098266894	0.098519142	0.098315493	0.098850100	0.099101729	0.099491251	0.099097202	0.099624960	0.099756395	0.101426340	0.101569775	0.100938748	0.100984593	0.101663059	0.101889268	0.102357740	0.102255286
t#bar{t} jec_CorrelationGroupUncorrelated down,	0.098845987	0.098763364	0.098161897	0.098266894	0.098179873	0.098315493	0.099191165	0.099101729	0.099282233	0.099097202	0.099585984	0.099756395	0.101361519	0.101569775	0.101167478	0.100984593	0.101823977	0.101889268	0.102399886	0.102255286
t#bar{t} jec_FlavorPureGluon down,	0.098309477	0.098763364	0.098391845	0.098266894	0.098374713	0.098315493	0.099358896	0.099101729	0.099254361	0.099097202	0.099658454	0.099756395	0.101488697	0.101569775	0.101161354	0.100984593	0.101764981	0.101889268	0.102237223	0.102255286
t#bar{t} jec_FlavorPureQuark down,	0.098494106	0.098763364	0.098409688	0.098266894	0.098401550	0.098315493	0.099006170	0.099101729	0.099156186	0.099097202	0.099584888	0.099756395	0.101515997	0.101569775	0.101166690	0.100984593	0.101717376	0.101889268	0.102547348	0.102255286
t#bar{t} jec_FlavorPureCharm down,	0.098826417	0.098763364	0.098267241	0.098266894	0.098415672	0.098315493	0.099243806	0.099101729	0.099371404	0.099097202	0.099725977	0.099756395	0.101324850	0.101569775	0.101022384	0.100984593	0.101650262	0.101889268	0.102151988	0.102255286
t#bar{t} jec_FlavorPureBottom down,	0.098568089	0.098763364	0.098475516	0.098266894	0.098404527	0.098315493	0.099310756	0.099101729	0.099344440	0.099097202	0.099732956	0.099756395	0.101241299	0.101569775	0.101064376	0.100984593	0.101595213	0.101889268	0.102262829	0.102255286
t#bar{t} jer down,	0.098846840	0.098763364	0.098422151	0.098266894	0.098273445	0.098315493	0.099181190	0.099101729	0.099068323	0.099097202	0.099630169	0.099756395	0.101216116	0.101569775	0.101167211	0.100984593	0.101769815	0.101889268	0.102424740	0.102255286
t#bar{t} btag_heavy down,	0.098641399	0.098763364	0.098468485	0.098266894	0.098288170	0.098315493	0.098827397	0.099101729	0.099302099	0.099097202	0.099760152	0.099756395	0.101406062	0.101569775	0.101246541	0.100984593	0.101774660	0.101889268	0.102285035	0.102255286
t#bar{t} btag_light down,	0.098676124	0.098763364	0.098212439	0.098266894	0.098249305	0.098315493	0.099319407	0.099101729	0.099260545	0.099097202	0.099751331	0.099756395	0.101183911	0.101569775	0.101142095	0.100984593	0.101784040	0.101889268	0.102420804	0.102255286
t#bar{t} csv_heavy down,	0.098745391	0.098763364	0.098247936	0.098266894	0.098264792	0.098315493	0.098965111	0.099101729	0.099132115	0.099097202	0.099998578	0.099756395	0.101341620	0.101569775	0.101242676	0.100984593	0.101705717	0.101889268	0.102356063	0.102255286
t#bar{t} csv_light down,	0.098794434	0.098763364	0.098299338	0.098266894	0.098150482	0.098315493	0.099008979	0.099101729	0.099317204	0.099097202	0.099815563	0.099756395	0.100986045	0.101569775	0.101182098	0.100984593	0.101827834	0.101889268	0.102618024	0.102255286
t#bar{t} tracking down,	0.098511145	0.098763364	0.098178712	0.098266894	0.098528609	0.098315493	0.098944138	0.099101729	0.099091358	0.099097202	0.100086497	0.099756395	0.101348894	0.101569775	0.101093811	0.100984593	0.101682420	0.101889268	0.102534416	0.102255286
t#bar{t} evtgen,	0.098611652	0.098763364	0.098404578	0.098266894	0.098822494	0.098315493	0.098861256	0.099101729	0.098642384	0.099097202	0.099709278	0.099756395	0.101460554	0.101569775	0.100798885	0.100984593	0.101927747	0.101889268	0.102761172	0.102255286
t#bar{t} m=171.5,	0.098936676	0.098763364	0.097898075	0.098266894	0.098075085	0.098315493	0.099075891	0.099101729	0.098531694	0.099097202	0.100132061	0.099756395	0.101926500	0.101569775	0.101028014	0.100984593	0.101993823	0.101889268	0.102402181	0.102255286
t#bar{t} m=173.5,	0.098902488	0.098763364	0.098497934	0.098266894	0.098254354	0.098315493	0.098993979	0.099101729	0.098387061	0.099097202	0.099548445	0.099756395	0.101396604	0.101569775	0.101311912	0.100984593	0.102361463	0.101889268	0.102345759	0.102255286
t#bar{t} Herwig++,	0.099155261	0.098763364	0.097886994	0.098266894	0.098694014	0.098315493	0.099229445	0.099101729	0.100020103	0.099097202	0.101099617	0.099756395	0.101533433	0.101569775	0.100830970	0.100984593	0.100530353	0.101889268	0.101019809	0.102255286
t#bar{t} isr up,	0.098522193	0.098763364	0.097912293	0.098266894	0.098374951	0.098315493	0.099042866	0.099101729	0.099345168	0.099097202	0.099776484	0.099756395	0.101585117	0.101569775	0.101276732	0.100984593	0.101571799	0.101889268	0.102592396	0.102255286
