t#bar{t},	0.199690566	0.197968344	0.248870925	0.249038420	0.099764166	0.099958212	0.049981861	0.049908378	0.401692481	0.403126647
t#bar{t} jec_CorrelationGroupMPFInSitu up,	0.198316391	0.197968344	0.249172639	0.249038420	0.099886271	0.099958212	0.049859716	0.049908378	0.402764983	0.403126647
t#bar{t} jec_RelativeFSR up,	0.198375092	0.197968344	0.248982466	0.249038420	0.099772788	0.099958212	0.050002581	0.049908378	0.402867072	0.403126647
t#bar{t} jec_CorrelationGroupUncorrelated up,	0.198356561	0.197968344	0.249124952	0.249038420	0.099902958	0.099958212	0.049717483	0.049908378	0.402898046	0.403126647
t#bar{t} jec_FlavorPureGluon up,	0.198389643	0.197968344	0.248914140	0.249038420	0.100118134	0.099958212	0.049845212	0.049908378	0.402732871	0.403126647
t#bar{t} jec_FlavorPureQuark up,	0.198282884	0.197968344	0.249185731	0.249038420	0.099631478	0.099958212	0.049933116	0.049908378	0.402966791	0.403126647
t#bar{t} jec_FlavorPureCharm up,	0.198250511	0.197968344	0.248786226	0.249038420	0.099940794	0.099958212	0.049914517	0.049908378	0.403107953	0.403126647
t#bar{t} jec_FlavorPureBottom up,	0.198435790	0.197968344	0.249013166	0.249038420	0.099785584	0.099958212	0.049927862	0.049908378	0.402837597	0.403126647
t#bar{t} jer up,	0.198267352	0.197968344	0.249003334	0.249038420	0.100039986	0.099958212	0.049878750	0.049908378	0.402810579	0.403126647
t#bar{t} btag_heavy up,	0.198192353	0.197968344	0.248813037	0.249038420	0.100007247	0.099958212	0.049951019	0.049908378	0.403036344	0.403126647
t#bar{t} btag_light up,	0.198310844	0.197968344	0.248884418	0.249038420	0.099821715	0.099958212	0.049978927	0.049908378	0.403004095	0.403126647
t#bar{t} csv_heavy up,	0.198210333	0.197968344	0.249086751	0.249038420	0.099791750	0.099958212	0.049977063	0.049908378	0.402934103	0.403126647
t#bar{t} csv_light up,	0.198444996	0.197968344	0.248711419	0.249038420	0.099801508	0.099958212	0.049890963	0.049908378	0.403151114	0.403126647
t#bar{t} tracking up,	0.198325203	0.197968344	0.248960252	0.249038420	0.099748998	0.099958212	0.049894462	0.049908378	0.403071085	0.403126647
t#bar{t} jec_CorrelationGroupMPFInSitu down,	0.197959927	0.197968344	0.248874276	0.249038420	0.099904573	0.099958212	0.049896665	0.049908378	0.403364559	0.403126647
t#bar{t} jec_RelativeFSR down,	0.198032442	0.197968344	0.248705883	0.249038420	0.099886882	0.099958212	0.050033254	0.049908378	0.403341539	0.403126647
t#bar{t} jec_CorrelationGroupUncorrelated down,	0.198365111	0.197968344	0.249211042	0.249038420	0.099829518	0.099958212	0.050025332	0.049908378	0.402568998	0.403126647
t#bar{t} jec_FlavorPureGluon down,	0.198060705	0.197968344	0.248848410	0.249038420	0.100207754	0.099958212	0.049966221	0.049908378	0.402916910	0.403126647
t#bar{t} jec_FlavorPureQuark down,	0.198457426	0.197968344	0.249133210	0.249038420	0.099898514	0.099958212	0.049696286	0.049908378	0.402814564	0.403126647
t#bar{t} jec_FlavorPureCharm down,	0.198596747	0.197968344	0.248974040	0.249038420	0.099855084	0.099958212	0.049921490	0.049908378	0.402652639	0.403126647
t#bar{t} jec_FlavorPureBottom down,	0.198118060	0.197968344	0.248992526	0.249038420	0.099835047	0.099958212	0.049677748	0.049908378	0.403376619	0.403126647
t#bar{t} jer down,	0.198288164	0.197968344	0.249273071	0.249038420	0.099901691	0.099958212	0.049867836	0.049908378	0.402669238	0.403126647
t#bar{t} btag_heavy down,	0.198278588	0.197968344	0.248806899	0.249038420	0.099789012	0.099958212	0.049853968	0.049908378	0.403271533	0.403126647
t#bar{t} btag_light down,	0.198412298	0.197968344	0.248728329	0.249038420	0.100038571	0.099958212	0.049802703	0.049908378	0.403018099	0.403126647
t#bar{t} csv_heavy down,	0.198512296	0.197968344	0.249276107	0.249038420	0.099851190	0.099958212	0.049798063	0.049908378	0.402562344	0.403126647
t#bar{t} csv_light down,	0.198262734	0.197968344	0.249149042	0.249038420	0.099870647	0.099958212	0.049899241	0.049908378	0.402818336	0.403126647
t#bar{t} tracking down,	0.198357025	0.197968344	0.249196285	0.249038420	0.099818986	0.099958212	0.049739908	0.049908378	0.402887796	0.403126647
t#bar{t} evtgen,	0.200583360	0.197968344	0.248907853	0.249038420	0.098161042	0.099958212	0.049700991	0.049908378	0.402646755	0.403126647
t#bar{t} m=171.5,	0.198500971	0.197968344	0.248511827	0.249038420	0.099897379	0.099958212	0.049828993	0.049908378	0.403260830	0.403126647
t#bar{t} m=173.5,	0.198230104	0.197968344	0.248861094	0.249038420	0.099774438	0.099958212	0.050379177	0.049908378	0.402755187	0.403126647
t#bar{t} Herwig++,	0.196652217	0.197968344	0.249902880	0.249038420	0.101327139	0.099958212	0.050211886	0.049908378	0.401905878	0.403126647
t#bar{t} isr up,	0.198155007	0.197968344	0.249600113	0.249038420	0.099752377	0.099958212	0.049742084	0.049908378	0.402750420	0.403126647
