t#bar{t} pileup up,	0.858168417	0.858029768	0.126430798	0.126550777	0.015400785	0.015419455
t#bar{t} pileup down,	0.857785571	0.858029768	0.126770862	0.126550777	0.015443567	0.015419455
t#bar{t} trig efficiency correction up,	0.858066013	0.858029768	0.126496666	0.126550777	0.015437321	0.015419455
t#bar{t} trig efficiency correction down,	0.858384837	0.858029768	0.126221870	0.126550777	0.015393293	0.015419455
t#bar{t} sel efficiency correction up,	0.857999022	0.858029768	0.126555399	0.126550777	0.015445580	0.015419455
t#bar{t} sel efficiency correction down,	0.858451004	0.858029768	0.126164053	0.126550777	0.015384943	0.015419455
t#bar{t} b fragmentation up,	0.846509693	0.858029768	0.136300972	0.126550777	0.017189335	0.015419455
t#bar{t} b fragmentation down,	0.863818189	0.858029768	0.121539309	0.126550777	0.014642502	0.015419455
t#bar{t} Peterson Frag,	0.847166400	0.858029768	0.135561058	0.126550777	0.017272541	0.015419455
t#bar{t} semilep BR up,	0.858269473	0.858029768	0.126338911	0.126550777	0.015391616	0.015419455
t#bar{t} semilep BR down,	0.858387117	0.858029768	0.126197368	0.126550777	0.015415515	0.015419455
t#bar{t} QCD scale 1,	0.858431030	0.858029768	0.126152195	0.126550777	0.015416775	0.015419455
t#bar{t} QCD scale 2,	0.858853993	0.858029768	0.125804193	0.126550777	0.015341814	0.015419455
t#bar{t} QCD scale 3,	0.858143726	0.858029768	0.126451334	0.126550777	0.015404939	0.015419455
t#bar{t} QCD scale 4,	0.857908100	0.858029768	0.126628456	0.126550777	0.015463444	0.015419455
t#bar{t} QCD scale 5,	0.857779253	0.858029768	0.126751967	0.126550777	0.015468781	0.015419455
t#bar{t} QCD scale 6,	0.860050039	0.858029768	0.124710454	0.126550777	0.015239507	0.015419455
t#bar{t} jec_CorrelationGroupMPFInSitu up,	0.858051519	0.858029768	0.126535303	0.126550777	0.015413179	0.015419455
t#bar{t} jec_RelativeFSR up,	0.858147067	0.858029768	0.126442761	0.126550777	0.015410172	0.015419455
t#bar{t} jec_CorrelationGroupUncorrelated up,	0.858087379	0.858029768	0.126506834	0.126550777	0.015405787	0.015419455
t#bar{t} jec_FlavorPureGluon up,	0.858081511	0.858029768	0.126513368	0.126550777	0.015405121	0.015419455
t#bar{t} jec_FlavorPureQuark up,	0.858049645	0.858029768	0.126531634	0.126550777	0.015418721	0.015419455
t#bar{t} jec_FlavorPureCharm up,	0.858038317	0.858029768	0.126559536	0.126550777	0.015402147	0.015419455
t#bar{t} jec_FlavorPureBottom up,	0.858009890	0.858029768	0.126550628	0.126550777	0.015439482	0.015419455
t#bar{t} jer up,	0.858057281	0.858029768	0.126511361	0.126550777	0.015431358	0.015419455
t#bar{t} btag_heavy up,	0.858070154	0.858029768	0.126535567	0.126550777	0.015394279	0.015419455
t#bar{t} btag_light up,	0.858053003	0.858029768	0.126551918	0.126550777	0.015395079	0.015419455
t#bar{t} csv_heavy up,	0.858056726	0.858029768	0.126507794	0.126550777	0.015435479	0.015419455
t#bar{t} csv_light up,	0.858082910	0.858029768	0.126499547	0.126550777	0.015417542	0.015419455
t#bar{t} tracking up,	0.858094919	0.858029768	0.126501290	0.126550777	0.015403791	0.015419455
t#bar{t} jec_CorrelationGroupMPFInSitu down,	0.858036564	0.858029768	0.126542466	0.126550777	0.015420970	0.015419455
t#bar{t} jec_RelativeFSR down,	0.858061484	0.858029768	0.126518992	0.126550777	0.015419524	0.015419455
t#bar{t} jec_CorrelationGroupUncorrelated down,	0.858091221	0.858029768	0.126511777	0.126550777	0.015397001	0.015419455
t#bar{t} jec_FlavorPureGluon down,	0.858060539	0.858029768	0.126519330	0.126550777	0.015420130	0.015419455
t#bar{t} jec_FlavorPureQuark down,	0.858124285	0.858029768	0.126454143	0.126550777	0.015421572	0.015419455
t#bar{t} jec_FlavorPureCharm down,	0.858149082	0.858029768	0.126447540	0.126550777	0.015403378	0.015419455
t#bar{t} jec_FlavorPureBottom down,	0.858052222	0.858029768	0.126549186	0.126550777	0.015398593	0.015419455
t#bar{t} jer down,	0.858057301	0.858029768	0.126542806	0.126550777	0.015399893	0.015419455
t#bar{t} btag_heavy down,	0.858072572	0.858029768	0.126501870	0.126550777	0.015425558	0.015419455
t#bar{t} btag_light down,	0.858127638	0.858029768	0.126463258	0.126550777	0.015409104	0.015419455
t#bar{t} csv_heavy down,	0.858045039	0.858029768	0.126533937	0.126550777	0.015421024	0.015419455
t#bar{t} csv_light down,	0.858076866	0.858029768	0.126515867	0.126550777	0.015407267	0.015419455
t#bar{t} tracking down,	0.858026588	0.858029768	0.126558931	0.126550777	0.015414481	0.015419455
t#bar{t} evtgen,	0.857970387	0.858029768	0.127145918	0.126550777	0.014883695	0.015419455
t#bar{t} m=171.5,	0.857921728	0.858029768	0.126740484	0.126550777	0.015337788	0.015419455
t#bar{t} m=173.5,	0.857779881	0.858029768	0.126752677	0.126550777	0.015467442	0.015419455
t#bar{t} Herwig++,	0.837887458	0.858029768	0.143614930	0.126550777	0.018497612	0.015419455
t#bar{t} isr up,	0.856526975	0.858029768	0.127868540	0.126550777	0.015604485	0.015419455
t#bar{t} isr dn,	0.859624283	0.858029768	0.125220149	0.126550777	0.015155568	0.015419455
t#bar{t} fsr up,	0.844754808	0.858029768	0.140154738	0.126550777	0.015090454	0.015419455
t#bar{t} fsr dn,	0.870571791	0.858029768	0.114359697	0.126550777	0.015068513	0.015419455
t#bar{t} hdamp up,	0.858127849	0.858029768	0.126560108	0.126550777	0.015312043	0.015419455
t#bar{t} hdamp dn,	0.859211055	0.858029768	0.125535777	0.126550777	0.015253168	0.015419455
t#bar{t} UEup,	0.858517355	0.858029768	0.126032083	0.126550777	0.015450561	0.015419455
t#bar{t} UEdn,	0.859128039	0.858029768	0.125403849	0.126550777	0.015468113	0.015419455
t#bar{t} cflip,	0.851041678	0.858029768	0.132142378	0.126550777	0.016815943	0.015419455
t#bar{t} ERDon,	0.855590886	0.858029768	0.128900483	0.126550777	0.015508630	0.015419455
t#bar{t} QCDbased,	0.857503486	0.858029768	0.126673763	0.126550777	0.015822751	0.015419455
t#bar{t} gluon move,	0.859124365	0.858029768	0.125389226	0.126550777	0.015486408	0.015419455
